TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
using physical-chemistry-based substitution models in phylogenetic analyses of hiv-1 subtypes,Koshi JM,10.1093/oxfordjournals.molbev.a026100,1999,NR,,,
using real-time phylodynamic analysis to assess and guide public health interventions in an hiv outbreak among people who inject drugs in scotland,Ragonnet-Cronin M,10.1002/jia2.25187,2018,NR,,,
using rnaseq to characterize viral genetic diversity in a cohort of hiv-2 monoinfected individuals,James KL,,2014,NR,,,
using the millon behavioral medicine diagnostic (mbmd) to evaluate the need for mental health services in association with biomarkers of disease status among hiv positive men and women,Burbridge C,10.1007/s10880-011-9231-x,2011,NR,,,
using the molecular epidemiology of hiv transmission in new south wales to inform public health response: assessing the representativeness of linked phylogenetic data,Pinto A,,2018,NR,,,
v3 peptide binding pattern and hiv-1 transmission route in rio de janeiro,Pinto ME,,1995,NR,,,
v3 sequence diversity of hiv-1 subtype e in infected mothers and their infants,Sutthent R,,1998,NR,,,
v3 variability can influence the ability of an antibody to neutralize or enhance infection by diverse strains of human immunodeficiency virus type 1,Kliks SC,,1993,NR,,,
vaccination directed against the human endogenous retrovirus-k envelope protein inhibits tumor growth in a murine model system,Kraus B,10.1371/journal.pone.0072756,2013,NR,,,
vaccine-induced protection of chimpanzees against infection by a heterologous human immunodeficiency virus type 1,Girard M,,1995,NR,,,
vaginal bacteria associated with increased risk of hiv acquisition in african women,McClelland RS,10.7448/IAS.19.6.21264,2016,NR,,,
vaginal bacteria modify hiv tenofovir microbicide efficacy in african women,Klatt NR,10.1126/science.aai9383,2017,NR,,,
vaginal microbiota in asymptomatic brazilian women with hiv,Figueiredo Facundo MK,10.12891/ceog3509.2017,2017,NR,,,
validation of hiv-1 drug resistance testing by deep sequencing: insights from comparative sanger sequencing,Thielen A,,2014,NR,,,
variability and signatures of rnase-h amino acid domain and central polypurine tract of hiv-1 b-subtype from drug-naive individuals,Dimonte S,10.2174/1570162X13666150623144706,2015,NR,,,
"variability in hiv-1 integrase gene and 3'-polypurine tract sequences in cameroon clinical isolates, and implications for integrase inhibitors efficacy",Acharya A,10.3390/ijms21051553,2020,NR,,,
visualisation of the human immunodeficiency virus type 1 cdna by click chemistry,De Wit F,10.1186/s12977-018-0436-z,2018,NR,,,
variability of human immunodeficiency virus-1 in the female genital reservoir during genital reactivation of herpes simplex virus type 2,LeGoff J,10.1016/j.cmi.2015.05.014,2015,NR,,,
variable changes in gag and nef function in clinical sequences sampled over the course of the hiv-1 epidemic in north america,Cotton LA,,2013,NR,,,
variable region light chain genes encoding human antibodies to hiv-1,David D,10.1016/0161-5890%2894%2900109-E,1995,NR,,,
variations in autologous neutralization and cd4 dependence of b12 resistant hiv-1 clade c env clones obtained at different time points from antiretroviral naive indian patients with recent infection,Ringe R,10.1186/1742-4690-7-76,2010,NR,,,
variations in the frequencies of torque teno virus subpopulations during haart treatment in hiv-1-coinfected patients,Devalle S,10.1007/s00705-009-0440-7,2009,NR,,,
varied potential risks of hiv infection among prostitutes,Jackson L,10.1016/0277-9536%2892%2990024-K,1992,NR,,,
what makes someone a long-term survivor?: deciphering the multiple meanings of the long-term survivorship of hiv,Cattaneo JS,,2012,NR,,,
vectored immunoprophylaxis protects humanized mice from mucosal hiv transmission,Balazs AB,10.1038/nm.3471,2014,NR,,,
venue-mediated weak ties in multiplex hiv transmission risk networks among drug-using male sex workers and associates,Fujimoto K,10.2105/AJPH.2014.302474,2015,NR,,,
"what should the ideal hiv self-test look like? a usability study of test prototypes in unsupervised hiv self-testing in kenya, malawi, and south africa",Peck RB,,2014,NR,,,
very high hiv incidence and associated risk factors in a longitudinal cohort study of diverse adolescent and young adult men who have sex with men and transgender women,Mustanski B,10.1007/s10461-019-02766-4,2020,NR,,,
when talking or not talking becomes a risk: a grounded theory study exploring the impact of hiv on immigrant black african families in the uk,Owuor JOA,10.1136/sextrans-2013-051184.0943,2013,NR,,,
hiv postexposure prophylaxis use among ontario female adolescent sexual assault victims: a prospective analysis,Mont,,2008,NR,,,
when the reality of breastfeeding sets in: how hiv-infected mothers' perceptions about infant feeding messages change over time,Fox EL,,2017,NR,,,
where are the young men in hiv prevention efforts? comments on hiv prevention programs and research from young men who sex with men in los angeles county,Holloway IW,,2012,NR,,,
who is caring for our hiv-infected youth? disparities on adolescent-oriented clinical training of providers caring for hiv-infected youth,Lee L,10.1016/j.jadohealth.2013.10.133,2014,NR,,,
"violence, abuse, alcohol and drug use, and sexual behaviors in street children of greater cairo and alexandria, egypt (special issue: progress in hiv research in the middle east and north africa: new study methods, results, and implications for prevention and care)",Nada,10.1097/01.aids.0000386732.02425.d1,2010,NR,,,
viral characteristics of transmitted hiv (special issue: primary hiv infection),Derdeyn,10.1097/COH.0b013e3282f2982c,2008,NR,,,
the community popular opinion leader hiv prevention programme: conceptual basis and intervention procedures (special issue: nimh collaborative hiv/std prevention trial),Griensven,,2007,NR,,,
whole genome composition distance for hiv-1 genotyping,Wu X,,2006,NR,,,
whoqol-hiv for quality of life assessment among people living with hiv and aids: results from the field test,Saxena S,10.1080/09540120412331290194,2004,NR,,,
viral decay dynamics and mathematical modeling of treatment response: evidence of lower in vivo fitness of hiv-1 subtype c,Shet A,,2016,NR,,,
viral evolution during structured treatment interruptions in chronically human immunodeficiency virus-infected individuals,Martinez-Picado J,10.1128/JVI.76.23.12344-12348.2002,2002,NR,,,
why are children still being infected with hiv? experiences in the prevention of mother-to-child transmission of hiv in south london,McDonald,10.1136/sti.2006.021535,2007,NR,,,
"why i can't, won't or don't test for hiv: insights from australian migrants born in sub-saharan africa, southeast asia and northeast asia",Gray,10.3390/ijerph16061034,2019,NR,,,
wide-ranging and unexpected consequences of altered pol ii catalytic activity in vivo,Malik I,10.1093/nar/gkx037,2017,NR,,,
"willingness to donate hair samples for research among people living with hiv/aids attending a tertiary health facility in ibadan, nigeria",Nwogu,10.1089/aid.2018.0242,2019,NR,,,
viral suppression among hiv-infected methadone-maintained patients: the role of ongoing injection drug use and adherence to antiretroviral therapy (art),Shrestha R,,2019,NR,,,
willingness to participate in hiv vaccine trials: the impact of trial attributes,Newman PA,10.1016/j.ypmed.2006.12.007,2007,NR,,,
exclusion of hiv epitopes shared with human proteins is prerequisite for designing safer aids vaccines (special issue on hiv),Maksyutov,10.1016/j.jcv.2004.09.007,2004,NR,,,
vitamin d and phenylbutyrate supplementation does not modulate gut derived immune activation in hiv-1,Missailidis C,10.3390/nu11071675,2019,NR,,,
"washington state satellite human immunodeficiency virus (hiv) clinic program: delivering highly effective, decentralized care for patients in underserved communities",Wood B,10.1093/ofid/ofw172.362,2016,NR,,,
re-analysis of 34 full-length hiv-1 intersubtype recombinant sequences,Magiorkinis,10.1016/j.meegid.2004.05.010,2005,NR,,,
willingness to volunteer in future preventive hiv vaccine trials: issues and perspectives from three us communities,Strauss RP,,2001,NR,,,
"women's encounters with venue-based hiv risk contexts in abuja, nigeria",Thompson L,10.1136/sextrans-2019-sti.773,2019,NR,,,
women's hiv knowledge and condom use across diverse relationship types in the dominican republic and haiti,Erausquin,,2018,NR,,,
viral variability and serum antibody response in a laboratory worker infected with hiv type 1 (htlv type iiib),Reitz MS Jr,,1994,NR,,,
women's opinions about routine hiv testing during pregnancy: implications for the opt-out approach,Podhurst LS,10.1089/apc.2008.0186,2009,NR,,,
"a university and community-based organization collaboration to build capacity to develop, implement, and evaluate an innovative hiv prevention intervention for an urban african american population (special issue: building hiv prevention capacity through community collaborative research)",Oliva,10.1521/aeap.2005.17.4.300,2005,NR,,,
"women's perceptions and experiences of hiv prevention trials in soweto, south africa",Stadler JJ,10.1016/j.socscimed.2007.08.021,2008,NR,,,
"women's struggles to find safe, secure and non-exploitative housing in canada's poorest postal code: gendered hiv risk environments",Lazarus L,,2011,NR,,,
virion-packaged pyruvate kinase muscle type 2 affects reverse transcription efficiency of human immunodeficiency virus type 1 by blocking virion recruitment of trnalys3,Mouree KR,10.1248/bpb.b17-00991,2018,NR,,,
fisherfolk are among groups most at risk of hiv: cross-country analysis of prevalence and numbers infected,Kissling,10.1097/01.aids.0000191925.54679.94,2005,NR,,,
womens constraint in access to prevention of mother to chidl transnmission of hiv/aids (pmtct) in enugu state nigeria,Ezumah NN,,2017,NR,,,
travel and the spread of hiv-1 genetic variants,Perrin,10.1016/S1473-3099(03)00484-5,2003,NR,,,
tc1 effector diversity shows dissociated expression of granzyme b and interferon- gamma in hiv infection,Kleen,10.1097/00002030-200402200-00003,2004,NR,,,
working in the formal economy is associated with better mental health among people with hiv: the ontario cihr employment change and health outcomes (echo) study,Rueda S,,2011,NR,,,
workshop summary: novel biomarkers for hiv incidence assay development,Sharma UK,10.1089/AID.2011.0332,2012,NR,,,
viro-immunological dynamics in hiv-1-infected subjects receiving once-a-week emtricitabine to delay treatment change after failure: a pilot randomised trial,Soria A,10.1016/j.jcv.2009.12.007,2010,NR,,,
virologic suppression in response to antiretroviral therapy despite extensive resistance within hiv-1 reverse transcriptase after the first virologic failure,Oliveira MI,10.1186/s12879-018-3400-6,2018,NR,,,
virological and immunological characteristics of hiv treatment failure,Kaufmann,10.1097/00002030-200008180-00012,2000,NR,,,
virological and molecular demonstration of human immunodeficiency virus type 2 vertical transmission,Cavaco-Silva P,,1998,NR,,,
human immunodeficiency virus type-1 (hiv-1) tat protein: mechanisms for activation of host factors and viral pathogenesis,Devadas,,2003,NR,,,
"virological response, hiv-1 drug resistance mutations and genetic diversity among patients on first-line antiretroviral therapy in n'djamena, chad: findings from a cross-sectional study",Adawaye C,10.1186/s13104-017-2893-1,2017,NR,,,
virome analysis of antiretroviral-treated hiv patients shows no correlation between t-cell activation and anelloviruses levels,Li L,10.1016/j.jcv.2015.09.004,2015,NR,,,
virus envelope tissue factor promotes infection in mice,Sutherland MR,10.1111/jth.14389,2019,NR,,,
virus excretion in the cervicovaginal secretions of pregnant and nonpregnant hiv-infected women,Henin Y,,1993,NR,,,
widespread adaptive evolution in the human immunodeficiency virus type 1 genome,Yang W,,2003,NR,,,
role of baseline pol genotype in hiv-1 fitness evolution,Weber,10.1097/00126334-200308010-00005,2003,NR,,,
"molecular characterization of a complex, recombinant human immunodeficiency virus type 1 (hiv-1) isolate (a/g/j/k?): evidence to support the existence of a novel hiv-1 subtype",Paraskevis,,2001,NR,,,
vitamin d deficiency among children living with hiv: understanding clinical significance and response to treatment,Brophy JC,,2011,NR,,,
micronutrient interventions and the hiv pandemic (crc series in modern nutrition),Friis,,2002,NR,,,
survey of nonoccupational hiv postexposure prophylaxis in hospital emergency departments,Kunches,10.1097/00126334-200103010-00008,2001,NR,,,
vitamin d supplementation does not increase immunogenicity of seasonal influenza vaccine in hiv infected adults,Cooper C,,2011,NR,,,
worldwide genetic features of hiv-1 env alpha4beta7 binding motif: the local dissemination impact of the ldi tripeptide,Hait SH,10.1097/QAI.0000000000000802,2015,NR,,,
wrestling with our imperialist do-gooder legacy: coming into critical hiv research in zambia-canada partnership as a new researcher,Manning E,,2011,NR,,,
xfirst steps toward a globally effective hiv/aids vaccine,Palesch D,10.1016/j.cell.2013.10.012,2013,NR,,,
you are not alone: the power of peer support for women living with hiv,Medjuck M,,2011,NR,,,
voluntary counseling and testing (vct) for couples: a high-leverage intervention for hiv/aids prevention in uganda - kammengo subcounty,Nabunje J,,2011,NR,,,
"young people's sexual partnerships in kwazulu-natal, south africa: patterns, contextual influences, and hiv risk",Harrison A,10.1111/j.1728-4465.2008.00176.x,2008,NR,,,
vpu and env sequence variability of hiv-1 isolates from tanzania,Siwka W,,1994,NR,,,
"vpu downmodulates two distinct targets, tetherin and gibbon ape leukemia virus envelope, through shared features in the vpu cytoplasmic tail",Lucas TM,10.1371/journal.pone.0051741,2012,NR,,,
"vulnerability and non-adherence to antiretroviral therapy among hiv patients, minas gerais state, brazil",De Fatima Bonolo P,,2008,NR,,,
"vulnerability, gender and ""proxy negativity"": women in relationships with hiv-positive men in australia",Persson,10.1016/j.socscimed.2008.05.010,2008,NR,,,
"wecare: a social media-based intervention designed to increase hiv care linkage, retention, and health outcomes for racially and ethnically diverse young msm (special issue: hiv prevention among diverse young msm)",Tanner,10.1521/aeap.2016.28.3.216,2016,NR,,,
"week 48 resistance analyses of the once-daily, single-tablet regimen darunavir/cobicistat/emtricitabine/tenofovir alafenamide (d/c/f/taf) in adults living with hiv-1 from the phase iii randomized amber and emerald trials",Lathouwers E,10.1089/AID.2019.0111,2020,NR,,,
week 48 resistance analysis of elvitegravir/cobicistat/emtricitabine/tenofovir df versus atazanavir + ritonavir + emtricitabine/tenofovir df in hiv-1 infected women (waves study gs-us-236-0128),Kulkarni R,10.1080/15284336.2017.1370059,2017,NR,,,
weighted brain networks in disease: centrality and entropy in human immunodeficiency virus and aging,Thomas JB,10.1016/j.neurobiolaging.2014.06.019,2015,NR,,,
well-positioned nucleosomes punctuate polycistronic pol ii transcription units and flank silent vsg gene arrays in trypanosoma brucei,Maree JP,10.1186/s13072-017-0121-9,2017,NR,,,
what constitutes the best sex life for gay and bisexual men? implications for hiv prevention,Bourne A,,2013,NR,,,
what if hiv were unable to develop resistance against a new therapeutic agent?,Wainberg MA,10.1186/1741-7015-11-249,2013,NR,,,
"what is in a label? multiple meanings of 'msm' among same-gender-loving black men in mississippi (special issue: the trouble with 'categories': rethinking men who have sex with men, transgender and their equivalents in hiv prevention and health promotion)",Nhan Truong,,2016,NR,,,
"what women worry about: the place of hiv/aids and stds in health concerns among turkish, second-generation greek, chilean, vietnamese and anglo-australian women",Gifford SM,,1997,NR,,,
"what's going on with the basic rights of people living with hiv in quebec? the hiv info rights line of the cocq-sida: an observatory that highlights issues of discrimination, privacy and access to health and social services, insurance and employment in quebec",Perras M,,2011,NR,,,
what's new in hiv/aids - hiv genetic diversity: any implications for drug resistance?,Julg B,10.1007/s15010-005-6405-1,2005,NR,,,
where you live matters: structural correlates of hiv risk behavior among young men who have sex with men in metro detroit,Bauermeister JA,10.1007/s10461-015-1180-1,2015,NR,,,
who accepts a rapid hiv antibody test? the role of race/ethnicity and hiv risk behavior among community adolescents,Swenson RR,10.1016/j.jadohealth.2010.08.013,2011,NR,,,
who is at higher risk of stis and hiv-brothel-based or street-based female sex workers? evidence from two rounds of bio-behavioural surveys,Gautam A,10.1136/sextrans-2011-050108.66,2011,NR,,,
whole genome sequencing of neisseria gonorrhoeae reveals transmission clusters involving patients of mixed hiv serostatus,Peters J,10.1136/sextrans-2017-053198,2018,NR,,,
zimbabwean secondary school guidance and counseling teachers teaching sexuality education in the hiv and aids education curriculum,Gudyanga E,10.1080/17290376.2019.1610485,2019,NR,,,
why woman partners of drug users will continue to be at high risk for hiv infection,Cohen JB,,1991,NR,,,
wide distribution of two subtypes of hiv-1 in thailand,Ou CY,,1992,NR,,,
wild mouse variants of envelope genes of xenotropic/polytropic mouse gammaretroviruses and their xpr1 receptors elucidate receptor determinants of virus entry,Yan Y,,2007,NR,,,
window-period human immunodeficiency virus transmission to two recipients by an adolescent blood donor,Phelps R,10.1111/j.1537-2995.2004.03364.x,2004,NR,,,
"wiring the hiv/aids system: building interorganizational infrastructure to link people, sites, and networks",Indyk D,10.1300/J010v42n03_03,2006,NR,,,
"women and hiv: an eap professional's concerns with prevention, identification and assistance",Mason S,10.1300/J022v09n03_09,1993,NR,,,
"women hiv sexual risk takers: related behaviors, interpersonal issues, and attitudes",Harlow LL,,1998,NR,,,
women's experiences with hiv/aids: an international perspective,Long,,1996,NR,,,
workplace and hiv-related sexual behaviours and perceptions among female migrant workers: a study of mumbai city,Prashika,10.1136/sextrans-2017-053264.581,2017,NR,,,
workshop report: the effects of psychological variables on the progression of hiv-1 disease,Kopnisky KL,10.1016/j.bbi.2003.08.003,2004,NR,,,
worldwide variation in human drug-metabolism enzyme genes cyp2b6 and ugt2b7: implications for hiv/aids treatment,Li J,10.2217/pgs.11.160,2012,NR,,,
young people who inject drugs in india have high hiv incidence and behavioural risk: a cross-sectional study,Ganapathi L,10.1002/jia2.25287,2019,NR,,,
zdv resistance mutations detected by pyrosequencing in women treated with singleagent zdv for prevention of mother-to-childtransmission of hiv-1,Olson SC,,2012,NR,,,
"zero prevalence of primary drug resistance-associated mutations to protease inhibitors in hiv-1 drug-naive patients in and around aligarh, india",Azam M,10.3855/jidc.3480,2014,NR,,,
znrd1 as a host cellular factor influencing hiv-1 replication,Ballana E,10.1016/j.antiviral.2009.02.099,2009,NR,,,
proviral quasispecies diversity is not associated with virologic breakthrough or cd4+ t cell loss in hiv-1 elite controllers,De Azevedo SSD,10.3389/fmicb.2019.00673,2019,NR,,,
determining the origins of human immunodeficiency virus type 1 drug-resistant minority variants in people who are recently infected using phylogenetic reconstruction,Mbisa JL,10.1093/cid/ciy1048,2019,NR,,,
different susceptibility to scd4 of acute and chronic hiv in a transmission cluster,Bouvin-Pley M,10.1186/s12977-018-0436-z,2018,NR,,,
computational comparison of availability in ctl/gag epitopes among patients with acute and chronic hiv-1 infection,Damilano GD,10.1016/j.vaccine.2018.04.086,2018,NR,,,
conserved positive selection signals in gp41 across multiple subtypes and difference in selection signals detectable in gp41 sequences sampled during acute and chronic hiv-1 subtype c infection,Bandawe GP,10.1186/1743-422X-5-141,2008,NR,,,
recognition of variant hiv-1 epitopes from diverse viral subtypes by vaccine-induced ctl,McKinney DM,10.4049/jimmunol.173.3.1941,2004,NR,,,
attitudes and beliefs related to hiv/aids in urban religious congregations: barriers and opportunities for hiv-related interventions,Bluthenthal RN,10.1016/j.socscimed.2012.01.020,NA,NR,,,
characterization of full-length hiv-1 crf17_bf genomes and comparison to the prototype crf12_bf strains,Aulicino PC,10.1016/j.meegid.2012.01.003,NA,NR,,,
"factors influencing the normalization of cd4+ t-cell count, percentage and cd4+/cd8+ t-cell ratio in hiv-infected patients on long-term suppressive antiretroviral therapy",Torti C,10.1111/j.1469-0691.2011.03650.x,NA,NR,,,
an hiv-infected patient with an extraordinary rash,Dillon,,1989,pre 1990,,,
biologic and molecular characterization of producer and nonproducer clones from hut-78 cells infected with a patient hiv isolate,Federico M,,1989,pre 1990,,,
biologically diverse molecular variants within a single hiv-1 isolate,Fisher AG,,1988,pre 1990,,,
carbohydrate structures of the human-immunodeficiency-virus (hiv) recombinant envelope glycoprotein gp120 produced in chinese-hamster ovary cells,Mizuochi T,,1988,pre 1990,,,
characterization of cell envelope proteins and lipopolysaccharides of escherichia coli isolates from patients with neonatal meningitis,Van Alphen L,,1983,pre 1990,,,
"clonal selection of human immunodeficiency virus (hiv): serological differences in the envelope antigens of the cloned viruses and hiv prototypes (htlv-iii b, lav, and arv)",Harada S,,1987,pre 1990,,,
computer-assisted analysis of envelope protein sequences of seven human immunodeficiency virus isolates: prediction of antigenic epitopes in conserved and variable regions,Modrow S,,1987,pre 1990,,,
diversity of envelope antigens on murine type c rna viruses,Aoki T,10.1093/jnci/52.4.1189,1974,pre 1990,,,
generation of hybrid human immunodeficiency virus by homologous recombination,Srinivasan A,,1989,pre 1990,,,
genomic diversity of the acquired immune deficiency syndrome virus htlv-iii: different viruses exhibit greatest divergence in their envelope genes,Hahn BH,,1985,pre 1990,,,
genomic diversity of zairian hiv isolates: biological characteristics and clinical manifestation of hiv infection,Laure F,,1987,pre 1990,,,
heterogeneity of human immunodeficiency virus cell-associated antigens and demonstration of virus type specificities of human antibody responses,Cloyd MW,,1987,pre 1990,,,
hiv and dentistry [french],Szpirglas H,10.1016/S0399-077X%2889%2980094-0,1989,pre 1990,,,
hiv and pediatry [french],Berhouet M,10.1016/S0399-077X%2889%2980091-5,1989,pre 1990,,,
hiv env glycoprotein shares a cross-reacting epitope with a surface protein present on activated human monocytes and involved in antigen presentation,Beretta A,,1987,pre 1990,,,
human immunodeficiency virus 1 predominance of a group-specific neutralizing epitope that persists despite genetic variation,Berkower I,,1989,pre 1990,,,
human immunodeficiency virus neutralizing antibodies recognize several conserved domains on the envelope glycoproteins,Ho DD,,1987,pre 1990,,,
infection of brain cells by diverse human immunodeficiency virus isolates: role of cd4 as receptor,Weber J,,1989,pre 1990,,,
isotypic restriction of the antibody response to human immunodeficiency virus,Khalife J,,1988,pre 1990,,,
location of envelope specific and sarcoma specific oligonucleotides on rna of schmidt-ruppin rous sarcoma virus,Wang LH,10.1073/pnas.73.2.447,1976,pre 1990,,,
low prevalence of hiv infection in djibouti: has the aids epidemic come to a stop at the horn of africa?,Fox,10.1016/0035-9203(89)90726-8,1989,pre 1990,,,
monoclonal antibodies against murine leukemia viruses: identification of six antigenic determinants on the p15(e) and gp70 envelope proteins,Lostrom ME,10.1016/0042-6822%2879%2990557-9,1979,pre 1990,,,
monoclonal antibodies to gp110 and gp41 of human immunodeficiency virus,Gosting LH,,1987,pre 1990,,,
"pathogenesis of congenital infection with three diverse viruses: varicella-zoster virus, human parvovirus, and human immunodeficiency virus",Grose C,,1989,pre 1990,,,
"pathogenesis of congenital infection with three diverse viruses: varicella-zoster virus, human parvovirus, and human immunodeficiency virus [review] [68 refs]",Grose C,,1989,pre 1990,,,
patterns of nucleotide substitutions and implications for the immunological diversity of human immunodeficiency virus,Shimizu N,,1989,pre 1990,,,
persistent coinfection of t lymphocytes with htlv-ii and hiv and the role of syncytium formation in hiv-induced cytopathic effect,Montefiori DC,,1987,pre 1990,,,
rapid latex agglutination assay using recombinant envelope polypeptide for the detection of antibody to the hiv,Quinn TC,,1988,pre 1990,,,
risk factors for hiv infection in drug addicts from the northeast of italy,Franceschi S,,1988,pre 1990,,,
structural characterization by chromatographic profiling of the oligosaccharides of human immunodeficiency virus (hiv) recombinant envelope glycoprotein gp120 produced in chinese hamster ovary cells,Mizuochi T,,1988,pre 1990,,,
the diversity of n-linked oligosaccharides on human immunodeficiency virus,Anonymous,,1989,pre 1990,,,
the expert's examination of anti-hiv-positive persons by the health authorities [german],Kathke,,1986,pre 1990,,,
the neurobiology of human immunodeficiency virus infections [review] [63 refs],Johnson RT,,1988,pre 1990,,,
"thymidine kinase, ca 15-3 and beta2-microglobulin in patients infected with human immunodeficiency virus [german]",Bauer R,,1989,pre 1990,,,
type-restricted neutralization of molecular clones of human immunodeficiency virus,Looney DJ,,1988,pre 1990,,,
"""we live on the tightrope"": the experience of health professionals working with hiv/aids in a remote area of northeast brazil [portuguese]",Tavares,,2018,publication language,,,
[a recombinant hiv-1 strain causing an epidemic among injection drug addicts in kaliningrad] [russian],Korovina GI,,1999,publication language,,,
[analysis of hiv-1 seropositive individual infected with different subtypes] [chinese],Feng T,,2001,publication language,,,
[analysis of the polymorphism of the genome region of hiv-1 encoding the fusion protein] [russian],Vasil'ev AV,,2012,publication language,,,
[analysis on gene sequence of hiv isolated from men who have sex with men in beijing] [chinese],Gui T,,2015,publication language,,,
"[characteristic and dynamic of hiv-1 subtype distribution in men who have sex with men in guangzhou, 2008-2015] [chinese]",Han ZG,10.3760/cma.j.issn.0254-6450.2018.01.014,2018,publication language,,,
[cloning and characterization of a full-length hiv-1 genome of a prevalent subtype b-thai strain in henan province] [chinese],Feng FM,,2004,publication language,,,
[comparison between different gene and near full-length genome on the phylogenetic analyses of hiv-1 subtype b' in china] [chinese],Li Z,,2012,publication language,,,
[comparison of different methods in dealing with hiv viral load data with diversified missing value mechanism on hiv positive msm] [chinese],Jiang Z,10.3760/cma.j.issn.0254-6450.2017.11.025,2017,publication language,,,
"[correlativity of subtype b viral transmission among elderly hiv-1 infected individuals in yongding district, zhangjiajie city, hunan province] [chinese]",Wu YQ,10.3760/cma.j.issn.0254-6450.2016.12.016,2016,publication language,,,
[detection of hiv virus antibodies in saliva] [czech],Bruckova M,,1995,publication language,,,
[detection of resistance mutations in proviral dna in hiv-1 infection] [spanish],Delgado R,10.1016/S0213-005X(13)70112-5,2013,publication language,,,
[distribution of hiv-1 subtype and its relationship with hiv/aids epidemic in guizhou province] [chinese],Sun XG,,2011,publication language,,,
"[distribution of hiv-1 subtypes among different populations in dehong prefecture, yunnan province, in 2011] [chinese]",Chen M,,2012,publication language,,,
"[distribution of hiv-1 subtypes among foreign patients, in guangzhou, between 2008 and 2010, and in 2015] [chinese]",Han ZG,10.3760/cma.j.issn.0254-6450.2017.06.023,2017,publication language,,,
[distribution of recombinant human immunodeficiency virus type-1 crf01_ae strains in china and its sequence variations in the env v3-c3 region] [chinese],Xing H,,2004,publication language,,,
"[distribution of subtypes of pol gene in hiv-1 epidemic strains in guangxi zhuang autonomous region, 2010- 2012] [chinese]",Wang H,10.3760/cma.j.issn.0253-9624.2016.01.014,2016,publication language,,,
[elite controllers and the mechanisms behind spontaneous control of hiv] [hebrew],Shasha D,,2013,publication language,,,
[epidemic trend and evolution of hiv-1 crf01_ae strains isolated from 1992 through 2008 in shenzhen district] [chinese],Yu W,,2011,publication language,,,
"[epidemiological characteristics of molecular transmission cluster among reported hiv/aids cases in jiaxing city, zhejiang province, 2017] [chinese]",Luo MY,10.3760/cma.j.issn.0254-6450.2019.02.015,2019,publication language,,,
[from the apprehension of sexually transmissible diseases to the prevention of hiv] [french],Deniaud F,,2002,publication language,,,
[genetic analysis of the complete env genes of hiv-1 from paid blood donors in henan province] [chinese],Feng X,,2009,publication language,,,
[genetic characteristics of hiv-1 crf01_ae strains circulating in beijing] [chinese],Ye JR,,2010,publication language,,,
"[genetic characteristics of hiv-1 crf01_ae strains in four provinces, southern china] [chinese]",Cheng CL,,2009,publication language,,,
[genetic characteristics of viral quasispecies of hiv-1 crf07_bc among intravenous drug users] [chinese],Xin RL,,2013,publication language,,,
[genetic diversity of human immunodeficiency virus type-1 (hiv-1) in infected women from a northeast city of brazil] [portuguese],Santos Ede S,,2009,publication language,,,
[geographic inequalities in hiv infection and aids in sub-saharan africa] [french],Amat-Roze JM,,1993,publication language,,,
[global hiv epidemiology and current migration] [spanish],Gascon Brustenga J,,2008,publication language,,,
"[hiv-1 drug resistance transmission threshold survey in dehong prefecture of yunnan province, 2015] [chinese]",Chen M,10.3760/cma.j.issn.0254-6450.2017.07.022,2017,publication language,,,
[hiv-1 drug-resistance profiles of treated aids patients in liaoning: genetic characteristics and prevalence] [chinese],Wu SH,,2009,publication language,,,
[hiv-1 genetic variants in the asian part of russia: a study (2005-2010)] [russian],Kazennova EV,,2013,publication language,,,
[hiv-1 group n in cameroon and apparent viruses in the chimpanzee] [french],Mauclere P,,2000,publication language,,,
[hiv-1 molecular epidemiological survey of drug users in jiangxi province] [chinese],Yi ZQ,,2007,publication language,,,
[hiv-1 subtype distribution determined by phylogenetic analysis of pol gene sequences and automated subtyping tools among hiv-1 isolates from the aegian region of turkey] [turkish],Uluer Biceroglu S,,2014,publication language,,,
[identification and characterization of hiv-1 subtype d strain in china] [chinese],Xing H,,1999,publication language,,,
[identification of new mutant sites and 894c deletion variant genotyping of hiv-1 coreceptor ccr5 in indigenous chinese populations] [chinese],Liu M,,2002,publication language,,,
[identification of signature amino acids in the env v3-v4 and flanking regions of human immunodeficiency virus type 1 predominant strains in china] [chinese],Liang H,,2005,publication language,,,
"[men who have sex with men and its relationship with hiv-1 strains prevailing in the paid blood donors from zhengzhou city, henan] [chinese]",Wang Z,,2012,publication language,,,
[modification of tobacco mosaic virus envelope protein using trinitrobenzenesulfonic acid] [russian],Abou-Ed M,,1996,publication language,,,
[molecular analysis of the principal neutralization epitope (v3 loop) of human immunodeficiency virus type 1 in argentina] [spanish],Gomez Carrillo M,,1992,publication language,,,
[molecular characteristics of hiv-1 crf01 _ ae strains in zhejiang province] [chinese],Yao YP,,2008,publication language,,,
[molecular characteristics of hiv-1 crf01_ae strains in zhejiang province in 2009] [chinese],Pan X,,2012,publication language,,,
[molecular epidemiological analysis of hiv-1 variants circulating in russia in 1987-2015] [russian],Lapovok IA,10.17116/terarkh2017891144-49,2017,publication language,,,
[molecular epidemiological characteristics of hiv-1 b'/c strains in beijing] [chinese],Ye JR,,2013,publication language,,,
