TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted,,,,
"""but i know my man!"" hiv/aids risk appraisals and heuristical reasoning patterns among childbearing women",Kinsey KK,,1994,NR,,0,,,,,
a new anti-hiv gene therapy strategy diversion of gp160 to lysosomes,Tang J,,1994,NR,,0,,,,,
"alkaloidal glycosidase inhibitors (agis) as the cause of sporadic scrapie, and the potential treatment of both transmissible spongiform encephalopathies (tses) and human immunodeficiency virus (hiv) infection",Dealler S,,1994,NR,,0,,,,,
analysis of a rape case by direct sequencing of the human immunodeficiency virus type 1 pol and gag genes,Albert J,,1994,NR,,0,,,,,
assessment and psychotherapeutic intervention for an hiv-infected preschool child,Trad PV,,1994,NR,,0,,,,,
certain hla-dr5 and -dr6 major histocompatibility complex class ii alleles are associated with a cd8 lymphocytic host response to human immunodeficiency virus type 1 characterized by low lymphocyte viral strain heterogeneity and slow disease progression,Itescu S,,1994,NR,,0,,,,,
characteristics of individuals using different hiv/aids counseling and testing programs,Hong BA,10.1097/00002030-199402000-00015,1994,NR,,0,,,,,
characterization and molecular basis of heterogeneity of the african swine fever virus envelope protein p54,Rodriguez F,,1994,NR,,0,,,,,
characterization of human immunodeficiency virus type 1 dimeric rna from wild-type and protease-defective virions,Fu W,,1994,NR,,0,,,,,
cloning and biological characterization of human single-chain fv fragments that mediate neutralization of hiv-1,Srikantan V,10.1097/00002030-199411000-00002,1994,NR,,0,,,,,
dissociation rate of antibody-gp120 binding interactions is predictive of v3-mediated neutralization of hiv-1,VanCott TC,,1994,NR,,0,,,,,
efficient neutralization of primary isolates of hiv-1 by a recombinant human monoclonal antibody,Burton DR,,1994,NR,,0,,,,,
"female adolescents at high, moderate, and low risk of exposure to hiv: differences in knowledge, beliefs, and behavior",Millstein SG,10.1016/1054-139X%2894%2990540-1,1994,NR,,0,,,,,
genetic variability of hiv type 1 in kenya,Janssens W,,1994,NR,,0,,,,,
helper-cytotoxic t lymphocyte (ctl) determinant linkage required for priming of anti-hiv cd8+ ctl in vivo with peptide vaccine constructs,Shirai M,,1994,NR,,0,,,,,
hiv-1 nef leads to inhibition or activation of t cells depending on its intracellular localization,Baur AS,,1994,NR,,0,,,,,
human immunodeficiency virus infection in long-distance truck drivers in east africa,Bwayo J,,1994,NR,,0,,,,,
human immunodeficiency virus type 1 strains in the lungs of infected individuals evolve independently from those in peripheral blood and are highly conserved in the c-terminal region of the envelope v3 loop,Itescu S,10.1073/pnas.91.24.11378,1994,NR,,0,,,,,
identification of an env g subtype and heterogeneity of hiv-1 strains in the russian federation and belarus,Bobkov A,,1994,NR,,0,,,,,
identification of human immunodeficiency virus type 1 envelope genes recombinant between subtypes b and f in two epidemiologically linked individuals from brazil,Sabino EC,,1994,NR,,0,,,,,
lack of hiv transmission in the practice of a dentist with aids,Jaffe HW,,1994,NR,,0,,,,,
long distance truck drivers in india: hiv infection and their possible role in disseminating hiv into rural areas,Singh YN,,1994,NR,,0,,,,,
longitudinal analysis of t cell receptor (tcr) gene usage by human immunodeficiency virus 1 envelope-specific cytotoxic t lymphocyte clones reveals a limited tcr repertoire,Kalams SA,,1994,NR,,0,,,,,
macrogolgin - a new 376 kd golgi complex outer membrane protein as target of antibodies in patients with rheumatic diseases and hiv infections,Seelig HP,10.1006/jaut.1994.1006,1994,NR,,0,,,,,
molecular and virological effects of intracellular anti-rev single-chain variable fragments on the expression of various human immunodeficiency virus-1 strains,Duan L,,1994,NR,,0,,,,,
molecular epidemiology of hiv-1 in the former soviet union: analysis of env v3 sequences and their correlation with epidemiologic data,Bobkov A,,1994,NR,,0,,,,,
mutational trends in v3 loop protein sequences observed in different genetic lineages of human immunodeficiency virus type 1,Korber BT,,1994,NR,,0,,,,,
presence of multiple genetic subtypes of human immunodeficiency virus type 1 proviruses in uganda,Bruce C,,1994,NR,,0,,,,,
sensitivity of hiv-1 reverse transcriptase and its mutants to inhibition by azidothymidine triphosphate,Carroll SS,,1994,NR,,0,,,,,
serological and nucleic acid analyses for hiv and htlv infection on archival human plasma samples from zaire,Dube DK,,1994,NR,,0,,,,,
"socio-geographical patterns of hiv-1 transmission in kagera region, tanzania",Killewo J,10.1016/0277-9536%2894%2990307-7,1994,NR,,0,,,,,
"solution structure of rp 71955, a new 21 amino acid tricyclic peptide active against hiv-1 virus",Frechet D,,1994,NR,,0,,,,,
spatial proximity of the hiv-1 nucleocapsid protein zinc fingers investigated by time-resolved fluorescence and fluorescence resonance energy transfer,Mely Y,,1994,NR,,0,,,,,
substance abuse and hiv infection,Ostrow DG,,1994,NR,,0,,,,,
systemic lymphadenopathic histology in human immunodeficiency virus-1- seropositive drug addicts without apparent acquired immunodeficiency syndrome,Burke AP,10.1016/0046-8177%2894%2990196-1,1994,NR,,0,,,,,
systemic lymphadenopathic histology in human immunodeficiency virus-1-seropositive drug addicts without apparent acquired immunodeficiency syndrome,Burke AP,,1994,NR,,0,,,,,
t cell receptor gammadelta repertoire in hiv-1-infected individuals,Hinz T,10.1002/eji.1830241219,1994,NR,,0,,,,,
the risk of hiv infection in a national sample of women with injection drug-using partners,Tortu S,,1994,NR,,0,,,,,
two antigenically distinct subtypes of human immunodeficiency virus type 1: viral genotype predicts neutralization serotype,Mascola JR,,1994,NR,,0,,,,,
viral variability and serum antibody response in a laboratory worker infected with hiv type 1 (htlv type iiib),Reitz MS Jr,,1994,NR,,0,,,,,
vpu and env sequence variability of hiv-1 isolates from tanzania,Siwka W,,1994,NR,,0,,,,,
"a comparative study of the solution structures of tachyplesin i and a novel anti-hiv synthetic peptide, t22 ([tyr5,12, lys7]-polyphemusin ii), determined by nuclear magnetic resonance",Tamamura H,,1993,NR,,0,,,,,
a fractal model of hiv transmission on complex sociogeographic networks: towards analysis of large data sets,Wallace R,,1993,NR,,0,,,,,
a hairpin ribozyme inhibits expression of diverse strains of human immunodeficiency virus type 1,Yu M,,1993,NR,,0,,,,,
age-adjusted cd4+ lymphocyte parameters in healthy children at risk for infection with the human immunodeficiency virus,Waecker Jr NJ,,1993,NR,,0,,,,,
"alternative splicing of human immunodeficiency virus type 1 mrna modulates viral protein expression, replication, and infectivity",Purcell DF,,1993,NR,,0,,,,,
analysis of a new subtype of hiv-1 gag sequence from a case of vertical transmission in taiwan,Chang KS,,1993,NR,,0,,,,,
analysis of gammadelta+ t cells in peripheral blood of children with perinatal human immunodeficiency virus (hiv) infection,Kozbor D,10.1007/BF00919972,1993,NR,,0,,,,,
anthropology and hiv /aids prevention in kenya new ways of cooperation,Nyamwaya DO,,1993,NR,,0,,,,,
comprehensive mutant enzyme and viral variant assessment of human immunodeficiency virus type 1 reverse transcriptase resistance to nonnucleoside inhibitors,Byrnes VW,,1993,NR,,0,,,,,
endoscopic characterization of idiopathic esophageal ulceration associated with human immunodeficiency virus infection,Wilcox CM,,1993,NR,,0,,,,,
further characterization of an antigenic site of hiv-1 gp120 recognized by virus neutralizing human monoclonal antibodies,Schutten M,,1993,NR,,0,,,,,
glycoprotein of human immunodeficiency virus type 1 synthesized in chronically infected molt3 cells acquires heterogeneous oligosaccharide structures,Pal R,,1993,NR,,0,,,,,
greater diversity of the hiv-1 v3 neutralization domain in tanzania compared with the netherlands: serological and genetic analysis,Zwart G,,1993,NR,,0,,,,,
hiv antibody testing in the antenatal clinic: the views of the consumers,Meadows J,,1993,NR,,0,,,,,
hiv infection,Britton CB,,1993,NR,,0,,,,,
"hiv infection among long-distance truck drivers in delhi, india",Singh,,1993,NR,,0,,,,,
hiv transmission through social and geographical networks in uganda,Obbo C,10.1016/0277-9536%2893%2990086-J,1993,NR,,0,,,,,
hiv-1 reverse transcriptase: a diversity generator and quasispecies regulator,Munoz JL,10.1111/j.1749-6632.1993.tb26257.x,1993,NR,,0,,,,,
"hiv-1 strains from india are highly divergent from prototypic african and us/european strains, but are linked to a south african isolate",Dietrich U,,1993,NR,,0,,,,,
increasing antigenic and genetic diversity of the v3 variable domain of the human immunodeficiency virus envelope protein in the course of the aids epidemic,Kuiken CL,,1993,NR,,0,,,,,
independent divergences in the cd4 binding site and v3 loop encoded in two seroprevalent ugandan hiv-1 clinical isolates,Pestano G,,1993,NR,,0,,,,,
independent variation and positive selection in env v1 and v2 domains within maternal-infant strains of human immunodeficiency virus type 1 in vivo,Lamers SL,,1993,NR,,0,,,,,
intracellular diversion of glycoprotein gp160 of human immunodeficiency virus to lysosomes as a strategy of aids gene therapy,Lin X,,1993,NR,,0,,,,,
kinetic analysis of templateprimer interactions with recombinant forms of hiv-1 reverse transcriptase,Beard WA,,1993,NR,,0,,,,,
making hiv prevention work in the north,Crown M,,1993,NR,,0,,,,,
mechanism of hiv-1 reverse transcriptase termination of processive synthesis on a natural dna template is influenced by the sequence of the template-primer stem,Abbotts J,,1993,NR,,0,,,,,
methionyl-trna synthetase zinc binding domain three-dimensional structure and homology with rubredoxin and gag retroviral proteins,Fourmy D,,1993,NR,,0,,,,,
molecular epidemiology of hiv-1 based on phylogenetic analysis of in vivo gag p7/p9 direct sequences,Salminen M,,1993,NR,,0,,,,,
phylogenetic analysis of gag genes from 70 international hiv-1 isolates provides evidence for multiple genotypes,Louwagie J,,1993,NR,,0,,,,,
preferential vbeta usage by cytotoxic t cells cross-reactive between two epitopes of hiv-1 gp160 and degenerate in class i mhc restriction,Shirai M,,1993,NR,,0,,,,,
prostitution and risk of hiv: female prostitutes in london,Ward H,,1993,NR,,0,,,,,
risks of human immunodeficiency virus infection among adolescents attending three diverse clinics,Moscicki AB,,1993,NR,,0,,,,,
technical challenges and scientific issues: genetic subtypes of hiv-1,Louwagie J,,1993,NR,,0,,,,,
the origin of hiv-1 isolate htlv-iiib,Chang SY,,1993,NR,,0,,,,,
transcriptional and post-transcriptional mechanisms are involved in the absence of cd4 surface expression in two hiv-1 chronically infected t cell lines,Serpente N,,1993,NR,,0,,,,,
v3 variability can influence the ability of an antibody to neutralize or enhance infection by diverse strains of human immunodeficiency virus type 1,Kliks SC,,1993,NR,,0,,,,,
virus excretion in the cervicovaginal secretions of pregnant and nonpregnant hiv-infected women,Henin Y,,1993,NR,,0,,,,,
"women and hiv: an eap professional's concerns with prevention, identification and assistance",Mason S,10.1300/J022v09n03_09,1993,NR,,0,,,,,
"a potential gene target in hiv-1: rationale, selection of a conserved sequence, and determination of nmr distance and torsion angle constraints",Mujeeb A,10.1021/bi00154a002,1992,NR,,0,,,,,
a vertically transmitted hiv-1 gag-subtype variant detected in taiwan,Guo HG,,1992,NR,,0,,,,,
antibodies of hiv-1 positive subjects and experimentally immunized primates and rodents bind to sequence divergent regions of the third variable domain (v3) of gp120,Boudet F,,1992,NR,,0,,,,,
assessment of hiv-1 antigenic diversification using serum as sample source,Goudsmit J,,1992,NR,,0,,,,,
comparison of antibody reactivity to human immunodeficiency virus type 1 (hiv-1) gp160 epitopes in sera from hiv-1-infected individuals from tanzania and from the united states,Warren RQ,,1992,NR,,0,,,,,
"complete nucleotide sequence, genome organization, and biological properties of human immunodeficiency virus type 1 in vivo: evidence for limited defectiveness and complementation",Li Y,,1992,NR,,0,,,,,
content and design of laboratory report forms for human immunodeficiency virus type 1 antibody testing,Hewitt DJ,,1992,NR,,0,,,,,
convergent and divergent sequence evolution in the surface envelope glycoprotein of human immunodeficiency virus type 1 within a single infected patient,Holmes EC,,1992,NR,,0,,,,,
determination of the structure of the nucleocapsid protein ncp7 from the human immunodeficiency virus type 1 by 1h nmr,Morellet N,,1992,NR,,0,,,,,
distinct populations of human immunodeficiency virus type 1 in blood and cerebrospinal fluid,Steuler H,,1992,NR,,0,,,,,
evaluation of viral-lysate enzyme-linked immunosorbent assay kits for detecting human immunodeficiency virus (type 1) infections using human sera standardized by quantitative western blotting,Hardy CT,,1992,NR,,0,,,,,
generation and characterization of a human monoclonal antibody that neutralizes diverse hiv-1 isolates in vitro,Lake DF,,1992,NR,,0,,,,,
"genetic comparison of hiv-1 isolates from africa, europe, and north america",Louwagie J,,1992,NR,,0,,,,,
geographic diversity of human immunodeficiency virus type 1: serologic reactivity to env epitopes and relationship to neutralization,Cheingsong-Popov,10.1093/infdis/165.2.256,1992,NR,,0,,,,,
hiv-1 sequence variation between isolates from mother-infant transmission pairs,Wike CM,,1992,NR,,0,,,,,
human immunodeficiency virus type 1 envelope gene structure and diversity in vivo and after cocultivation in vitro,Kusumi K,,1992,NR,,0,,,,,
identification of the human immunodeficiency virus reverse transcriptase residues that contribute to the activity of diverse nonnucleoside inhibitors,Condra JH,,1992,NR,,0,,,,,
idiotypic expression of anti-gp120 antibodies in unrelated human immunodeficiency virus-infected individuals,Fevrier M,,1992,NR,,0,,,,,
macrophage-tropic human immunodeficiency virus isolates from different patients exhibit unusual v3 envelope sequence homogeneity in comparison with t-cell-tropic isolates: definition of critical amino acids involved in cell tropism,Chesebro B,,1992,NR,,0,,,,,
mechanism and fidelity of hiv reverse transcriptase,Kati WM,,1992,NR,,0,,,,,
molecular epidemiology of hiv transmission in a dental practice,Ou CY,,1992,NR,,0,,,,,
"molecular structures of two new anti-hiv nucleoside analogs: 9-(2,3-dideoxy-2-fluoro-beta- d-threo-pentofuranosyl)adenine and 9-(2,3-dideoxy-2-fluoro-beta-d-threo-pentofuranosyl) hypoxanthine",Liaw Y-C,,1992,NR,,0,,,,,
perinatal transmission of human immunodeficiency virus-1 infection and maternal immunization strategies for prevention,Ukwu HN,,1992,NR,,0,,,,,
rapid and simple characterization of in vivo hiv-1 sequences using solid-phase direct sequencing,Salminen M,,1992,NR,,0,,,,,
"status and trend of hiv-1 infection and aids in taiwan, december, 1991",Chang PY,,1992,NR,,0,,,,,
substance use among women at risk for hiv infection,Wambach KG,10.2190/36BW-GNR7-Y55K-2JMJ,1992,NR,,0,,,,,
synthesis and conformational studies of n-glycosylated analogues of the hiv-1 principal neutralizing determinant,Laczko I,10.1021/bi00132a019,1992,NR,,0,,,,,
synthetic peptides from a conserved region of gp120 induce broadly reactive anti-hiv responses,Morrow WJ,,1992,NR,,0,,,,,
testing renal patients for hiv: guidelines,Anonymous,10.7748/ns.6.46.32.s43,1992,NR,,0,,,,,
two major groups of neutralizing anti-gp120 antibodies exist in hiv- infected individuals: evidence for epitope diversity around the cd4 attachment site,Chamat S,,1992,NR,,0,,,,,
varied potential risks of hiv infection among prostitutes,Jackson L,10.1016/0277-9536%2892%2990024-K,1992,NR,,0,,,,,
wide distribution of two subtypes of hiv-1 in thailand,Ou CY,,1992,NR,,0,,,,,
aids epidemiology: inconsistencies with human immunodeficiency virus and with infectious disease,Duesberg,10.1073/pnas.88.4.1575,1991,NR,,0,,,,,
american academy of pediatrics committee on sports medicine and fitness: human immunodeficiency virus [acquired immunodeficiency syndrome (aids) virus] in the athletic setting,Anonymous,,1991,NR,,0,,,,,
c-terminal retroviral-type zinc finger domain from the hiv-1 nucleocapsid protein is structurally similar to the n-terminal zinc finger domain,South TL,,1991,NR,,0,,,,,
dextrin sulphate and fucoidan are potent inhibitors of hiv infection in vitro,McClure MO,10.1177/095632029100200304,1991,NR,,0,,,,,
evolution of human immunodeficiency virus type 1 nucleotide sequence diversity among close contacts,Burger H,,1991,NR,,0,,,,,
generation of hybrid human immunodeficiency virus utilizing the contransfection method and analysis of cellular tropism,Velpandi A,10.1128/jvi.65.9.4847-4852.1991,1991,NR,,0,,,,,
human immunodeficiency virus reverse transcriptase ribonuclease h: specificity of trna(lys3)-primer excision,Furfine ES,,1991,NR,,0,,,,,
human immunodeficiency virus type 1-infected blood donors: behavioral characteristics and reasons for donation,Doll LS,,1991,NR,,0,,,,,
in vivo sequence variation of the human immunodeficiency virus type 1 env gene: evidence for recombination among variants found in a single individual,Howell RM,,1991,NR,,0,,,,,
lack of hiv-1 v3 region sequence diversity in two haemophiliac patients infected with a putative biologic clone of hiv-1,Cichutek K,,1991,NR,,0,,,,,
mechanisms associated with the generation of biologically active human immunodeficiency virus type 1 particles from defective proviruses,Inoue M,,1991,NR,,0,,,,,
molecular characterization of biologically diverse envelope variants of human immunodeficiency virus type 1 derived from an individual,Daniels RS,,1991,NR,,0,,,,,
molecular characterization of five human anti-human immunodeficiency virus type 1 antibody heavy chains reveals extensive somatic mutation typical of an antigen-driven immune response,Andris JS,,1991,NR,,0,,,,,
naturally occurring mutations within hiv-1 v3 genomic rna lead to antigenic variation dependent on a single amino acid substitution,Wolfs TF,,1991,NR,,0,,,,,
"the naive repertoire of human t helper cells specific for gp120, the envelope glycoprotein of hiv",Manca F,,1991,NR,,0,,,,,
the oral manifestations of hiv infection,Jordan RC,,1991,NR,,0,,,,,
why woman partners of drug users will continue to be at high risk for hiv infection,Cohen JB,,1991,NR,,0,,,,,
analysis of sequence diversity in hypervariable regions of the external glycoprotein of human immunodeficiency virus type 1,Simmonds P,,1990,NR,,0,,,,,
"biological activity of diethyldithiocarbamate (ditiocarb, imuthiol) in an animal model of retrovirus-induced immunodeficiency disease and in clinical trials in patients with hiv infection the ditiocarb study group",Hersh EM,,1990,NR,,0,,,,,
"cd4-independent, productive human immunodeficiency virus type 1 infection of hepatoma cell lines in vitro",Cao YZ,,1990,NR,,0,,,,,
comparative analysis of the retroviral pol and env protein sequences reveal different evolutionary trees,Lewe G,,1990,NR,,0,,,,,
concurrent evolution of human immunodeficiency virus type 1 in patients infected from the same source: rate of sequence change and low frequency of inactivating mutations,Balfe P,,1990,NR,,0,,,,,
diversity of oligosaccharide structures on the envelope glycoprotein gp 120 of human immunodeficiency virus 1 from the lymphoblastoid cell line h9 presence of complex-type oligosaccharides with bisecting n-acetylglucosamine residues,Mizuochi T,,1990,NR,,0,,,,,
dynamics of hiv infection and aids in central african cities,Auvert,10.1093/ije/19.2.417,1990,NR,,0,,,,,
exposure factors for hiv-1 infection among heterosexual drug abusers in new jersey treatment programs,Caussy D,,1990,NR,,0,,,,,
generation of hybrid genes and proteins by vaccinia virus-mediated recombination: application to human immunodeficiency virus type 1 env,Gritz L,,1990,NR,,0,,,,,
major histocompatibility complex genes influence the outcome of hiv infection: ancestral haplotypes with c4 null alleles explain diverse hla associations,Cameron PU,10.1016/0198-8859%2890%2990042-N,1990,NR,,0,,,,,
nucleotide sequence of a ugandan hiv-1 provirus reveals genetic diversity from other hiv-1 isolates,Oram JD,,1990,NR,,0,,,,,
prevalence of hiv-1 infection in the kagera region of tanzania: a population-based study,Killewo,10.1097/00002030-199011000-00005,1990,NR,,0,,,,,
"psychiatric aspects of aids and hiv infection legal, ethical, and public policy issues",Krajeski JP,,1990,NR,,0,,,,,
secondary structure is the major determinant for interaction of hiv rev protein with rna,Olsen HS,,1990,NR,,0,,,,,
sequence variability of bovine leukemia virus env gene and its relevance to the structure and antigenicity of the glycoproteins,Mamoun RZ,,1990,NR,,0,,,,,
spectrum of biological properties of human immunodeficiency virus (hiv-1) isolates,Cloyd MW,,1990,NR,,0,,,,,
the evolutionary dynamics of hiv-1 quasispecies and the development of immunodeficiency disease,Nowak MA,,1990,NR,,0,,,,,
"the putative cytoplasmic domain of the pseudorabies virus envelope protein giii, the herpes simplex virus type 1 glycoprotein c homolog, is not required for normal export and localization",Solomon KA,,1990,NR,,0,,,,,
the social context of the emergence of hiv in thailand,Ford N,,1990,NR,,0,,,,,
attitudes and beliefs related to hiv/aids in urban religious congregations: barriers and opportunities for hiv-related interventions,Bluthenthal RN,10.1016/j.socscimed.2012.01.020,NA,NR,,,,,,,
characterization of full-length hiv-1 crf17_bf genomes and comparison to the prototype crf12_bf strains,Aulicino PC,10.1016/j.meegid.2012.01.003,NA,NR,,,,,,,
"factors influencing the normalization of cd4+ t-cell count, percentage and cd4+/cd8+ t-cell ratio in hiv-infected patients on long-term suppressive antiretroviral therapy",Torti C,10.1111/j.1469-0691.2011.03650.x,NA,NR,,,,,,,
"high-risk sexual practices contribute to hiv-1 double infection among msm in madrid""",Casado C,10.1089/AID.2020.0068,2020,duplicate,,0,,,,,
"structure, function, and inhibitor targeting of hiv-1 nef-effector kinase complexes",Staudt RP,10.1074/jbc.REV120.012317,2020,duplicate,,0,,,,,
subordinate effect of -21m hla-b dimorphism on nk cell repertoire diversity and function in hiv-1 infected individuals of african origin,Cubero EM,10.3389/fimmu.2020.00156,2020,duplicate,,0,,,,,
the role of torsin aaa+ proteins in preserving nuclear envelope integrity and safeguarding against disease,Rampello AJ,10.3390/biom10030468,2020,duplicate,,0,,,,,
bridging of neisseria gonorrhoeae across diverse sexual networks in the hiv prep era,Williamson D,10.1136/sextrans-2019-sti.211,2019,duplicate,,0,,,,,
cd4/cd8 ratio is a better indicator of acute phase inflammation than absolute cd4 count during virallysuppressed hiv infection,Rousseau R,10.1111/hiv.12815,2019,duplicate,,0,,,,,
"hiv vertical transmission in rio de janeiro, brazil-does the distance matter?",Hofer CB,10.1080/09540121.2018.1515466,2019,duplicate,,0,,,,,
hiv-1 antibodies in prevention of transmission,Barin F,10.1097/COH.0000000000000553,2019,duplicate,,0,,,,,
genotypic characterization of hiv-1 subtype c in the central region of nepal,Oka T,10.1089/AID.2019.0105,2019,duplicate,,0,,,,,
hiv-positives men as superheros,Ohayon M,10.1016/j.sexol.2019.05.007,2019,duplicate,,0,,,,,
"onward transmission of multiple hiv-1 unique recombinant forms among men who have sex with men in beijing, china",Liu YongJian,,2019,duplicate,,0,,,,,
phylogenetic inference for the study of within-host hiv-1 dynamics and persistence on antiretroviral therapy,Capoferri AA,10.1016/S2352-3018%2819%2930051-7,2019,duplicate,,0,,,,,
phylogenetics in hiv transmission: taking within-host diversity into account,Leitner T,10.1097/COH.0000000000000536,2019,duplicate,,0,,,,,
prediction of pd-l1 inhibition effects for hiv-infected individuals,Zheltkova V,10.1371/journal.pcbi.1007401,2019,duplicate,,0,,,,,
"presence, persistence and effects of pretreatment hiv-1 drug resistance variants detected using next generation sequencing: a retrospective longitudinal study from rural coastal kenya",Hassan AS,10.1371/journal.pone.0210559,2019,duplicate,,0,,,,,
"pretreatment human immunodeficiency virus type 1 (hiv-1) drug resistance in transmission clusters of the cologne-bonn region, germany",Stecher M,10.1016/j.cmi.2018.09.025,2019,duplicate,,0,,,,,
rapid cd4+ t-cell decline is associated with coreceptor switch among msm primarily infected with hiv-1 crf01_ae in northeast china,Cui H,10.1097/QAD.0000000000001981,2019,duplicate,,0,,,,,
"risk of hiv transmission through condomless sex in serodifferent gay couples with the hiv-positive partner taking suppressive antiretroviral therapy (partner): final results of a multicentre, prospective, observational study",Rodger AJ,10.1016/S0140-6736(19)30418-0,2019,duplicate,,0,,,,,
rites of resistance: sex workers' fight to maintain rights and pleasure in the centre of the response to hiv in brazil (special issue: social inequities and contemporary struggles for collective health in latin america),Murray,10.1080/17441692.2018.1510020,2019,duplicate,,0,,,,,
"spatial clusters of hiv-1 genotypes in a recently infected population in yunnan, china",Chen M,10.1186/s12879-019-4276-9,2019,duplicate,,0,,,,,
accidental father-to-son hiv-1 transmission during the seroconversion period (special issue on hiv prevention science),Ezeonwumelu,10.1089/aid.2018.0060,2018,duplicate,,0,,,,,
"antiretroviral potency of 40-ethnyl-20-fluoro-20-deoxyadenosine, tenofovir alafenamide and second-generation nnrtis across diverse hiv-1 subtypes",Njenda DT,10.1093/jac/dky256,2018,duplicate,,0,,,,,
assessment of transmitted hiv-1 drug resistance mutations using ultra-deep pyrosequencing in a turkish cohort,Sili,10.2174/1570162X16666180910130112,2018,duplicate,,0,,,,,
characterization of the transmitted virus in an ongoing hiv-1 epidemic driven by injecting drug use (special issue on hiv prevention science),Dukhovlinova,10.1089/aid.2017.0313,2018,duplicate,,0,,,,,
"cytomegalovirus retinitis in hiv-negative patients - associated conditions, clinical presentation, diagnostic methods and treatment strategy",Shapira Y,10.1111/aos.13553,2018,duplicate,,0,,,,,
comparison of the genotypic and phenotypic properties of hiv-1 standard subtype b and subtype b/b' env molecular clones derived from infections in china article,Xie H,10.1038/s41426-018-0087-0,2018,duplicate,,0,,,,,
heterogeneous hiv reactivation patterns of dsf and combined dsf + romidepsin treatments,Kula A,10.1186/s12977-018-0436-z,2018,duplicate,,0,,,,,
hiv-1 transmission clustering and phylodynamics highlight the important role of young men who have sex with men,Dennis AM,10.1089/AID.2018.0039,2018,duplicate,,0,,,,,
hematopoietic stem and progenitor cells are a unique functional hiv reservoir,Zaikos TD,,2018,duplicate,,0,,,,,
infant t/f hiv-1 from peripartum transmission are resistant to maternal plasma,Kumar A,,2018,duplicate,,0,,,,,
identification of near-pan-neutralizing antibodies against hiv-1 by deconvolution of plasma humoral responses,Sajadi MM,10.1016/j.cell.2018.03.061,2018,duplicate,,0,,,,,
induction and relationship of hiv envelope-specific b cells in the peripheral blood and bone marrow following vaccination in humans,Kobie J,,2018,duplicate,,0,,,,,
loss of t-cell multifunctionality and tcr-v beta repertoire against epstein-barr virus is associated with worse prognosis and clinical parameters in hiv+ patients,Hernandez,,2018,duplicate,,0,,,,,
loss of t-cell multifunctionality and tcr-vbeta repertoire against epstein- barr virus is associated with worse prognosis and clinical parameters in hiv+patients,Hernandez DM,10.3389/fimmu.2018.02291,2018,duplicate,,0,,,,,
naturally occurring mutations in hiv-1 crf01_ae capsid affect viral sensitivity to restriction factors,Nakayama EE,10.1089/AID.2017.0212,2018,duplicate,,0,,,,,
no evidence for hiv replication in lymph nodes during art,McManus W,,2018,duplicate,,0,,,,,
phylogenetic analysis as a forensic tool in hiv transmission investigations,Abecasis AB,10.1097/QAD.0000000000001728,2018,duplicate,,0,,,,,
pairwise diversity and tmrca as potential markers of hiv infection recency,Moyo S,,2018,duplicate,,0,,,,,
rational design of a trispecific antibody targeting the hiv-1 env with elevated anti-viral activity,Steinhardt JJ,10.1038/s41467-018-03335-4,2018,duplicate,,0,,,,,
"regional transmission pattern of hiv-1 non-crf01_ae strains circulating in hebei province, china",Lu XinLi,10.1089/aid.2017.0166,2018,duplicate,,0,,,,,
the hiv/aids epidemic in grenada: a cross-sectional approach used to measure response variation regarding sexual behavior and health depending on the method of data collection,Chaudhry,10.1097/md.0000000000010869,2018,duplicate,,0,,,,,
the impact of hiv-1 within-host evolution on transmission dynamics,Theys K,10.1016/j.coviro.2017.12.001,2018,duplicate,,0,,,,,
a highly efficient and gmp-compliant protocol to manufacture ccr5-edited cells to treat hiv infection,Romito M,10.1089/hum.2017.29055.abstracts,2017,duplicate,,0,,,,,
clonal expansion of genome-intact hiv-1 in functionally polarized t-cell subsets,Lee GQ,,2017,duplicate,,0,,,,,
defining hiv-1 transmission clusters based on sequence data,Hassan AS,10.1097/QAD.0000000000001470,2017,duplicate,,0,,,,,
genomic epidemiology of cryptococcus yeasts identifies adaptation to environmental niches underpinning infection across an african hiv/aids cohort (special issue: microbial local adaptation),Vanhove,,2017,duplicate,,0,,,,,
hiv genetic diversity to infer prep adherence at the estimated time of infection,Council O,,2017,duplicate,,0,,,,,
interventions and approaches to integrating hiv and mental health services: a systematic review (special issue: achieving integration for stronger health systems: lessons from integrating sexual & reproductive health and hiv services),Chuah LehHoon [Chuah,,2017,duplicate,,0,,,,,
"induction of a tier-1-like phenotype in diverse tier-2 isolates by agents that guide hiv- 1 env to perturbation-sensitive, nonnative states",Johnson J,10.1128/JVI.00174-17,2017,duplicate,,0,,,,,
molecular characteristics of the envelope of vertically transmitted hiv-1 strains from infants with hiv infection (special issue on hiv prevention science),Manickam Ashokkumar,10.1089/aid.2016.0260,2017,duplicate,,0,,,,,
preferential targeting of conserved gag regions after vaccination with a heterologous dna prime-modified vaccinia virus ankara boost hiv-1 vaccine regimen,Bauer A,10.1128/JVI.00730-17,2017,duplicate,,0,,,,,
resistance to type i interferons is a major determinant of hiv-1 transmission fitness,Iyer SS,,2017,duplicate,,0,,,,,
temporal changes in hiv transmission patterns among young men who have sex with men,Panneer N,,2017,duplicate,,0,,,,,
